persona_id,age_group,gender,education,region,occupation,variable,response,response_raw,response_parsed,response_used_default,response_error,response_attempts
P064,50대,여성,대졸,호남권,자영업,KRPROUD,2,2,2,False,,1
P065,50대,여성,대졸,영남권,자영업,KRPROUD,2,2,2,False,,1
P066,50대,여성,대졸,충청/강원,자영업,KRPROUD,2,2,2,False,,1
P067,50대,여성,고졸 이하,충청/강원,기능직,KRPROUD,2,2,2,False,,1
P068,50대,여성,대졸,호남권,관리직,KRPROUD,2,2,2,False,,1
P069,50대,여성,고졸 이하,수도권,농업/어업,KRPROUD,2,2,2,False,,1
P070,50대,여성,대졸,수도권,사무직,KRPROUD,2,2,2,False,,1
P071,50대,여성,대졸,수도권,관리직,KRPROUD,2,2,2,False,,1
P072,60대 이상,남성,고졸 이하,수도권,농업/어업,KRPROUD,1,1,1,False,,1
P073,60대 이상,남성,고졸 이하,호남권,자영업,KRPROUD,2,2,2,False,,1
P074,60대 이상,남성,대학원 이상,수도권,은퇴,KRPROUD,2,2,2,False,,1
P075,60대 이상,남성,고졸 이하,수도권,농업/어업,KRPROUD,2,2,2,False,,1
P076,60대 이상,남성,고졸 이하,수도권,자영업,KRPROUD,2,2,2,False,,1
P077,60대 이상,남성,고졸 이하,영남권,은퇴,KRPROUD,2,2,2,False,,1
P078,60대 이상,남성,고졸 이하,수도권,은퇴,KRPROUD,2,2,2,False,,1
P079,60대 이상,남성,고졸 이하,수도권,자영업,KRPROUD,2,2,2,False,,1
P080,60대 이상,남성,고졸 이하,영남권,은퇴,KRPROUD,2,2,2,False,,1
P081,60대 이상,남성,고졸 이하,수도권,자영업,KRPROUD,2,2,2,False,,1
P082,60대 이상,남성,고졸 이하,수도권,은퇴,KRPROUD,2,2,2,False,,1
P083,60대 이상,남성,대졸,영남권,은퇴,KRPROUD,2,2,2,False,,1
P084,60대 이상,남성,고졸 이하,수도권,자영업,KRPROUD,2,2,2,False,,1
P085,60대 이상,남성,대졸,수도권,은퇴,KRPROUD,2,2,2,False,,1
P086,60대 이상,여성,고졸 이하,영남권,은퇴,KRPROUD,2,2,2,False,,1
P087,60대 이상,여성,고졸 이하,수도권,농업/어업,KRPROUD,2,2,2,False,,1
P088,60대 이상,여성,고졸 이하,영남권,은퇴,KRPROUD,2,2,2,False,,1
P089,60대 이상,여성,고졸 이하,영남권,농업/어업,KRPROUD,1,1,1,False,,1
P090,60대 이상,여성,대졸,수도권,관리직,KRPROUD,2,2,2,False,,1
P091,60대 이상,여성,대졸,수도권,은퇴,KRPROUD,2,2,2,False,,1
P092,60대 이상,여성,대졸,영남권,자영업,KRPROUD,2,2,2,False,,1
P093,60대 이상,여성,고졸 이하,수도권,은퇴,KRPROUD,2,2,2,False,,1
P094,60대 이상,여성,고졸 이하,수도권,은퇴,KRPROUD,2,2,2,False,,1
P095,60대 이상,여성,고졸 이하,영남권,농업/어업,KRPROUD,2,2,2,False,,1
P096,60대 이상,여성,고졸 이하,영남권,은퇴,KRPROUD,2,2,2,False,,1
P097,60대 이상,여성,고졸 이하,수도권,농업/어업,KRPROUD,2,2,2,False,,1
P098,60대 이상,여성,고졸 이하,영남권,은퇴,KRPROUD,2,2,2,False,,1
P099,60대 이상,여성,고졸 이하,수도권,은퇴,KRPROUD,2,2,2,False,,1
P100,60대 이상,여성,대졸,수도권,자영업,KRPROUD,2,2,2,False,,1
